"","age","job","marital","education","taxLien","mortgage","taxbill_in_phl","contact","month","day_of_week","campaign","pdays","previous","poutcome","unemploy_rate","cons.price.idx","cons.conf.idx","inflation_rate","spent_on_repairs","y","y_numeric"
"1221",56,"unemployed","divorced","university.degree","unknown","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1222",42,"technician","single","high.school","unknown","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1223",30,"technician","single","university.degree","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"1224",56,"housemaid","divorced","basic.4y","unknown","yes","yes","telephone","jun","tue",5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"1225",35,"technician","married","high.school","no","unknown","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"1226",39,"services","single","high.school","unknown","no","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"1227",49,"unemployed","married","high.school","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",0
"1228",30,"admin.","married","university.degree","no","yes","yes","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",0
"1229",39,"admin.","married","university.degree","no","no","yes","telephone","jun","tue",9,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"1230",32,"technician","single","university.degree","no","yes","yes","telephone","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"1231",59,"admin.","divorced","high.school","unknown","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",1
"1232",38,"technician","married","high.school","no","unknown","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",0
"1233",49,"technician","married","professional.course","no","yes","yes","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"1234",28,"admin.","married","high.school","no","unknown","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"1235",39,"technician","married","high.school","no","yes","yes","cellular","may","tue",4,3,1,"success",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"1236",37,"blue-collar","married","basic.6y","no","unknown","no","cellular","oct","fri",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.73,5017.5,"no",0
"1237",51,"services","married","basic.9y","no","yes","yes","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"1238",31,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"1239",59,"technician","divorced","basic.9y","no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1240",46,"admin.","divorced","university.degree","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1241",36,"blue-collar","married","basic.9y","unknown","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1242",28,"management","single","university.degree","no","no","yes","telephone","jun","thu",5,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes",1
"1243",31,"admin.","married","university.degree","no","yes","yes","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"1244",26,"services","single","high.school","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1245",36,"blue-collar","single","basic.9y","unknown","yes","yes","cellular","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"1246",50,"entrepreneur","married","university.degree","no","yes","yes","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1247",41,"unemployed","married","basic.9y","no","yes","yes","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.466,5099.1,"no",0
"1248",50,"self-employed","married","professional.course","no","no","yes","cellular","jul","thu",7,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"1249",32,"blue-collar","single","high.school","no","no","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"1250",56,"self-employed","married","university.degree","no","no","yes","cellular","apr","mon",3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"1251",42,"admin.","married","high.school","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no",0
"1252",38,"technician","married","professional.course","unknown","no","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1253",36,"admin.","single","university.degree","no","no","yes","telephone","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",0
"1254",45,"blue-collar","married","basic.6y","no","yes","yes","telephone","jun","mon",8,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",0
"1255",52,"retired","married","basic.4y","unknown","unknown","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"1256",55,"technician","married","university.degree","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"1257",38,"self-employed","single","university.degree","no","no","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"1258",71,"retired","married","basic.4y","no","yes","no","cellular","oct","tue",1,6,1,"success",-3.4,92.431,-26.9,0.728,5017.5,"no",0
"1259",22,"services","single","basic.4y","no","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"1260",30,"admin.","single","university.degree","no","no","yes","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",1
"1261",78,"retired","married","high.school","no","yes","yes","cellular","may","mon",2,3,2,"failure",-1.8,92.893,-46.2,1.264,5099.1,"no",0
"1262",30,"admin.","divorced","university.degree","no","yes","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"1263",51,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.372,5099.1,"no",0
"1264",35,"management","divorced","university.degree","no","unknown","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1265",26,"student","single","unknown","no","yes","yes","cellular","nov","wed",2,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no",0
"1266",34,"services","married","high.school","no","no","yes","telephone","jun","fri",14,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"1267",49,"management","married","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",0
"1268",50,"blue-collar","divorced","basic.4y","no","no","yes","cellular","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"1269",51,"entrepreneur","married","university.degree","no","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1270",57,"retired","married","university.degree","no","yes","yes","cellular","aug","wed",1,999,1,"failure",-2.9,92.201,-31.4,0.834,5076.2,"no",0
"1271",33,"admin.","divorced","university.degree","no","yes","yes","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no",0
"1272",35,"admin.","married","university.degree","no","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1273",37,"admin.","single","high.school","no","no","yes","cellular","jul","thu",2,7,3,"success",-1.7,94.215,-40.3,0.782,4991.6,"yes",1
"1274",39,"admin.","single","university.degree","no","yes","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"1275",39,"services","married","high.school","no","no","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1276",20,"student","single","high.school","no","no","yes","cellular","nov","wed",2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no",0
"1277",55,"blue-collar","married","professional.course","unknown","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1278",27,"student","single","professional.course","no","no","yes","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.245,5195.8,"no",0
"1279",33,"admin.","married","high.school","no","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"1280",24,"blue-collar","married","basic.9y","unknown","yes","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"1281",39,"management","married","university.degree","no","no","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1282",55,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"1283",35,"unknown","married","basic.9y","no","no","yes","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"1284",55,"retired","divorced","basic.4y","unknown","no","yes","cellular","may","wed",4,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"yes",1
"1285",42,"self-employed","married","high.school","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1286",50,"self-employed","divorced","university.degree","no","no","yes","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1287",39,"management","married","university.degree","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",0
"1288",40,"services","single","high.school","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"1289",51,"services","single","high.school","unknown","no","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"1290",59,"retired","unknown","university.degree","unknown","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1291",54,"technician","married","high.school","no","no","yes","cellular","apr","mon",3,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"1292",42,"management","married","university.degree","unknown","yes","yes","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",0
"1293",33,"technician","divorced","professional.course","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no",0
"1294",26,"admin.","single","basic.4y","no","yes","no","telephone","jun","tue",6,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"1295",27,"management","married","university.degree","no","no","yes","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099.1,"no",0
"1296",30,"technician","single","high.school","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"1297",42,"self-employed","married","high.school","unknown","yes","yes","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1298",53,"unemployed","married","university.degree","no","unknown","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no",0
"1299",36,"management","married","university.degree","no","unknown","no","cellular","sep","wed",1,6,4,"failure",-1.1,94.199,-37.5,0.876,4963.6,"yes",1
"1300",29,"management","single","university.degree","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"1301",45,"services","married","professional.course","no","unknown","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"1302",35,"services","single","basic.9y","no","no","yes","cellular","jul","fri",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"1303",33,"blue-collar","married","high.school","unknown","yes","yes","cellular","mar","tue",1,999,0,"nonexistent",-1.8,92.843,-50,1.51,5099.1,"no",0
"1304",38,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",11,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1305",29,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"1306",32,"admin.","married","high.school","no","yes","no","telephone","apr","mon",1,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"1307",34,"technician","married","professional.course","no","unknown","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"1308",36,"blue-collar","married","high.school","no","yes","yes","cellular","dec","thu",1,999,0,"nonexistent",-0.2,92.756,-45.9,3.329,5176.3,"no",0
"1309",51,"management","married","university.degree","no","no","yes","telephone","jun","wed",17,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no",0
"1310",34,"blue-collar","married","basic.4y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"1311",50,"technician","married","university.degree","no","yes","no","cellular","sep","wed",2,999,0,"nonexistent",-3.4,92.379,-29.8,0.749,5017.5,"no",0
"1312",54,"blue-collar","married","basic.4y","unknown","no","yes","cellular","aug","thu",6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"1313",53,"management","married","university.degree","no","no","yes","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no",0
"1314",52,"blue-collar","married","high.school","no","no","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no",0
"1315",71,"retired","married","high.school","no","no","yes","cellular","sep","mon",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes",1
"1316",52,"retired","married","university.degree","no","yes","no","telephone","nov","mon",3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no",0
"1317",53,"technician","married","professional.course","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1318",36,"admin.","single","university.degree","no","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1319",43,"admin.","married","high.school","no","yes","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"1320",31,"technician","single","professional.course","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"1321",58,"admin.","single","university.degree","no","no","yes","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",1
"1322",46,"technician","married","university.degree","no","no","yes","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"1323",38,"blue-collar","married","basic.6y","unknown","no","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1324",34,"admin.","married","university.degree","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"1325",37,"services","married","high.school","unknown","yes","yes","telephone","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",0
"1326",40,"self-employed","single","university.degree","no","no","no","cellular","jun","wed",4,999,0,"nonexistent",-2.9,92.963,-40.8,1.244,5076.2,"no",0
"1327",42,"blue-collar","divorced","high.school","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"1328",40,"technician","single","high.school","no","no","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"1329",27,"unemployed","married","high.school","no","yes","yes","telephone","jun","fri",13,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"1330",57,"unknown","married","unknown","unknown","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1331",45,"services","married","high.school","unknown","yes","yes","cellular","apr","mon",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"1332",46,"admin.","divorced","university.degree","no","yes","no","cellular","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no",0
"1333",47,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",3,999,2,"failure",-1.7,94.215,-40.3,0.896,4991.6,"no",0
"1334",56,"retired","married","basic.4y","unknown","no","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"1335",32,"entrepreneur","married","high.school","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1336",54,"services","married","unknown","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"1337",58,"services","married","high.school","no","no","yes","cellular","aug","fri",5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"1338",30,"admin.","married","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"1339",39,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"1340",41,"services","married","high.school","unknown","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"1341",32,"admin.","married","university.degree","no","yes","yes","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"1342",32,"services","married","high.school","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1343",29,"management","single","university.degree","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"1344",43,"management","divorced","high.school","no","yes","yes","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no",0
"1345",41,"services","divorced","basic.9y","no","yes","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
