SeniorCitizen,WeekendBouncer,avgBounceTime,bounceInStreet,PaperlessBilling,monthlyDistanceBounced,totalDistanceBounced,Churn,phoneType,avgBounceDistance,avgBounceHeight
No,Yes,67,Yes,Yes,75.5,5229.45,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,1,Yes,No,44.45,44.45,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,40,No,Yes,42.35,1716.45,Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,41,Yes,Yes,74.55,3023.55,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,Yes,75.3,75.3,Churn,Android,<1 ft.,<1 ft.
No,No,51,Yes,Yes,94.8,4837.6,Churn,Android,<1 ft.,1-2 ft.
No,Yes,42,No,No,48.15,2032.3,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,23,Yes,No,19.65,436.9,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,1,Yes,Yes,70.55,70.55,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,20.15,20.15,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,56,Yes,Yes,106.6,5893.95,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,15,Yes,Yes,91,1430.05,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,12,Yes,Yes,25.4,313,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,54,Yes,No,69.95,3871.85,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,7,Yes,Yes,66.85,458.1,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,33,Yes,No,86.15,2745.7,Churn,Android,<1 ft.,<1 ft.
No,Yes,16,Yes,No,20.15,341.35,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,21,Yes,No,64.85,1336.8,No_Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,30,Yes,No,74.85,2181.75,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,3,Yes,Yes,50.5,147.75,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,11,Yes,No,72.9,818.45,No_Churn,Android,<1 ft.,<1 ft.
No,No,62,Yes,Yes,115.05,7133.45,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,18,Yes,No,19,348.8,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,6,Yes,No,19.55,128.6,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,46,Yes,Yes,101.1,4674.4,No_Churn,Android,<1 ft.,1-2 ft.
No,No,21,Yes,Yes,84.1,1737.45,No_Churn,Android,<1 ft.,<1 ft.
No,No,68,Yes,Yes,24.15,1498.85,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,Yes,50.1,50.1,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,25,Yes,Yes,74.6,1797.75,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,24,Yes,No,19.75,498.1,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,30,Yes,Yes,85,2624.25,Churn,Android,<1 ft.,<1 ft.
No,No,2,Yes,No,80.55,184.1,Churn,Android,<1 ft.,<1 ft.
No,No,51,Yes,Yes,106.8,5498.8,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,57,Yes,Yes,84.5,4845.4,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,15,Yes,No,25.05,369.1,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,72,Yes,Yes,83.7,6096.9,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,2,Yes,Yes,75.8,160.75,Churn,Android,<1 ft.,<1 ft.
No,No,28,Yes,No,96.6,2684.35,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,29,Yes,Yes,98.5,3004.15,Churn,Android,<1 ft.,<1 ft.
No,Yes,70,Yes,Yes,101.1,6994.8,No_Churn,Android,1-4 ft.,2+ ft.
No,No,13,Yes,No,20.2,273.25,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,59,Yes,Yes,94.05,5483.9,No_Churn,Android,1-4 ft.,1-2 ft.
Yes,No,13,Yes,Yes,95.25,1233.65,Churn,Android,<1 ft.,<1 ft.
Yes,No,7,Yes,Yes,74.4,527.9,Churn,Android,<1 ft.,<1 ft.
No,No,62,Yes,No,81,4985.9,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,21,Yes,Yes,60.25,1258.35,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,2,Yes,No,60.85,111.4,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,43.95,43.95,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,4,Yes,No,86.05,308.1,No_Churn,Android,<1 ft.,<1 ft.
No,No,19,Yes,No,20.25,383.65,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,30,Yes,No,85.15,2555.9,Churn,Android,1-4 ft.,<1 ft.
No,Yes,67,Yes,Yes,19.4,1284.2,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,72,Yes,Yes,102.65,7550.3,No_Churn,Android,<1 ft.,2+ ft.
No,No,53,Yes,No,19.9,1110.05,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,5,Yes,No,19.55,99.6,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,71,Yes,Yes,95.5,6707.15,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,50,Yes,Yes,84.15,4164.4,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,56,Yes,Yes,103.2,5873.75,No_Churn,Android,1-4 ft.,2+ ft.
No,No,2,Yes,Yes,50.2,109.25,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,2,Yes,Yes,88.55,179.25,Churn,Android,<1 ft.,<1 ft.
No,Yes,24,Yes,No,54.75,1338.15,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,46,Yes,No,19.95,862.4,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,71,Yes,Yes,116.25,8564.75,No_Churn,Android,1-4 ft.,2+ ft.
No,No,29,No,Yes,31.2,926.2,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,69,Yes,No,24.45,1718.2,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,71,Yes,No,84.2,5956.85,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,1,Yes,Yes,91.3,91.3,Churn,Android,<1 ft.,<1 ft.
Yes,No,56,Yes,Yes,85.65,4824.45,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,56,Yes,Yes,21.2,1238.65,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,1,Yes,Yes,79.5,79.5,Churn,Android,<1 ft.,<1 ft.
No,No,28,Yes,No,25.55,672.2,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,19,Yes,No,20.2,382.2,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,66,Yes,No,63.85,4264.6,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,17,Yes,Yes,61.95,1070.7,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,52,Yes,No,25.75,1345.85,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,19,Yes,No,58.2,1045.25,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,36,Yes,No,85.85,3003.55,No_Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,7,Yes,Yes,70.1,467.55,Churn,Android,<1 ft.,<1 ft.
No,Yes,72,Yes,Yes,104.9,7537.5,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,67,Yes,Yes,111.3,7482.1,Churn,Android,<1 ft.,1-2 ft.
Yes,No,34,Yes,Yes,99.85,3343.15,No_Churn,Android,<1 ft.,1-2 ft.
Yes,No,57,Yes,Yes,95.25,5427.05,Churn,Android,<1 ft.,<1 ft.
No,No,7,Yes,Yes,86.25,587.1,Churn,Android,<1 ft.,<1 ft.
Yes,No,1,Yes,Yes,100.8,100.8,Churn,Android,<1 ft.,<1 ft.
No,No,8,Yes,Yes,19.55,161.15,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,69,Yes,No,104,7028.5,No_Churn,Android,1-4 ft.,2+ ft.
No,No,50,Yes,Yes,104.4,5232.9,No_Churn,Android,<1 ft.,1-2 ft.
No,No,10,Yes,No,19.5,225.85,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,12,Yes,No,25.25,274.7,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,14,Yes,Yes,86.3,1180.95,Churn,Android,<1 ft.,<1 ft.
No,No,70,No,Yes,49.85,3370.2,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,64,Yes,Yes,108.95,7111.3,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,66,Yes,No,89.9,5958.85,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,71,Yes,Yes,82,5999.85,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,20,Yes,No,89.95,1648.45,No_Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,Yes,79.35,5753.25,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,71,Yes,No,64.05,4492.9,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,38,Yes,Yes,101.15,3956.7,No_Churn,Android,<1 ft.,<1 ft.
No,No,28,Yes,Yes,89.95,2625.55,Churn,Android,<1 ft.,<1 ft.
Yes,No,17,Yes,Yes,76.45,1233.4,Churn,Android,<1 ft.,<1 ft.
No,No,33,No,Yes,39.1,1309,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,23,No,No,34.6,813.45,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,58,Yes,Yes,19.55,1108.8,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,70,Yes,Yes,104.45,7349.35,No_Churn,Android,1-4 ft.,2+ ft.
No,No,4,Yes,No,70.5,294.2,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,45,Yes,No,20.35,929.2,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,10,Yes,Yes,70,740,Churn,Android,<1 ft.,<1 ft.
No,Yes,36,Yes,No,19.45,754.5,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,54,Yes,Yes,69.9,3883.3,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,23,Yes,No,59.7,1414.2,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,41,Yes,Yes,78.35,3211.2,No_Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,5,Yes,Yes,71.45,371.6,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,27,No,Yes,45.85,1246.4,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,1,Yes,Yes,95.85,95.85,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,67,No,No,35.7,2545.7,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,Yes,72,Yes,Yes,89.55,6448.85,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,56,Yes,Yes,24.95,1468.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,44,Yes,No,24.85,1013.6,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,66,Yes,Yes,100.8,6690.75,No_Churn,Android,<1 ft.,<1 ft.
No,No,34,Yes,Yes,64.4,2088.75,Churn,Unknown,1-4 ft.,1-2 ft.
No,No,69,Yes,No,105.35,7240.65,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,1,Yes,Yes,102.45,102.45,Churn,Android,<1 ft.,<1 ft.
No,No,40,Yes,No,19.65,830.25,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,30,Yes,Yes,54.45,1588.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,11,Yes,No,70.5,829.3,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,15,Yes,No,20.1,302.45,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,11,Yes,Yes,69.35,712.25,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,64,Yes,No,19.8,1336.65,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,72,Yes,No,74.4,5360.75,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,72,Yes,Yes,93.05,6735.05,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,1,Yes,No,51.2,51.2,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,15,Yes,No,65.6,1010,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,60,Yes,No,80.55,4847.05,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,56,Yes,No,52.7,3019.7,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,8,Yes,No,20.85,161.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,3,Yes,No,80.1,217.55,Churn,Android,1-4 ft.,<1 ft.
No,No,49,Yes,Yes,52.15,2583.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,2,Yes,Yes,80.2,146.05,Churn,Android,<1 ft.,<1 ft.
No,No,6,Yes,Yes,98.15,567.45,Churn,Android,1-4 ft.,<1 ft.
No,No,70,Yes,Yes,114.95,7711.25,No_Churn,Android,1-4 ft.,2+ ft.
No,No,12,Yes,Yes,112.95,1384.75,Churn,Android,1-4 ft.,<1 ft.
Yes,No,52,Yes,Yes,104.45,5481.25,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,72,Yes,Yes,113.65,8124.2,No_Churn,Android,1-4 ft.,2+ ft.
No,No,40,Yes,Yes,20.6,827.3,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,No,70.9,70.9,Churn,Android,<1 ft.,<1 ft.
Yes,No,3,Yes,Yes,86.85,220.95,Churn,Android,<1 ft.,<1 ft.
Yes,No,40,Yes,Yes,91.55,3673.6,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,1,Yes,Yes,49.85,49.85,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,30,Yes,No,19.8,576.65,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,23,Yes,Yes,99.85,2331.3,Churn,Android,1-4 ft.,<1 ft.
No,Yes,1,Yes,Yes,74.5,74.5,Churn,Android,<1 ft.,<1 ft.
Yes,No,44,Yes,No,104.15,4495.65,No_Churn,Android,1-4 ft.,<1 ft.
No,No,65,Yes,Yes,109.15,6941.2,Churn,Android,1-4 ft.,<1 ft.
Yes,No,7,Yes,Yes,48.2,340.35,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,72,Yes,Yes,25.1,1789.9,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,8,Yes,Yes,100.15,908.55,No_Churn,Android,1-4 ft.,<1 ft.
No,No,16,Yes,Yes,65.2,1043.35,Churn,Unknown,<1 ft.,<1 ft.
Yes,Yes,66,Yes,Yes,99.5,6822.15,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,71.55,71.55,Churn,Android,<1 ft.,<1 ft.
No,Yes,3,Yes,No,55.9,157.55,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,53,Yes,No,93.9,5029.2,Churn,Android,<1 ft.,<1 ft.
Yes,No,8,Yes,Yes,64.4,581.7,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,69,Yes,Yes,108.4,7318.2,Churn,Android,1-4 ft.,2+ ft.
No,No,5,Yes,Yes,85.3,420.45,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,72,Yes,No,107.45,7576.7,No_Churn,Android,1-4 ft.,2+ ft.
No,No,13,No,Yes,48.75,633.4,Churn,Unknown,<1 ft.,<1 ft.
No,No,4,Yes,Yes,85.65,321.65,Churn,Android,<1 ft.,<1 ft.
No,Yes,54,Yes,No,91.3,4965,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,72,Yes,No,85.95,6151.9,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,12,Yes,Yes,106.7,1253.9,Churn,Android,<1 ft.,<1 ft.
No,No,1,No,Yes,25.15,25.15,Churn,Unknown,<1 ft.,<1 ft.
Yes,No,1,Yes,No,45.2,45.2,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,54,Yes,No,110.35,5893.15,Churn,Android,1-4 ft.,1-2 ft.
No,Yes,69,Yes,Yes,79.2,5420.65,No_Churn,Android,<1 ft.,2+ ft.
No,No,48,Yes,No,55.5,2627.35,No_Churn,Unknown,<1 ft.,2+ ft.
No,Yes,48,Yes,Yes,103.25,5037.55,Churn,Android,<1 ft.,1-2 ft.
No,No,8,Yes,Yes,90.25,743.75,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,71,Yes,Yes,91.25,6589.6,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,2,Yes,Yes,47.8,92.45,Churn,Unknown,<1 ft.,<1 ft.
No,No,67,Yes,Yes,100.9,6733.15,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,34,Yes,Yes,97.7,3410,No_Churn,Android,<1 ft.,<1 ft.
No,No,3,Yes,Yes,69.85,199.85,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,9,Yes,Yes,65.6,593.3,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,71,Yes,Yes,104.65,7288.4,No_Churn,Android,<1 ft.,1-2 ft.
No,No,57,Yes,Yes,90.45,5229.8,No_Churn,Android,1-4 ft.,2+ ft.
No,No,72,No,Yes,63.7,4464.8,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,Yes,48,Yes,Yes,104.5,5068.05,No_Churn,Android,1-4 ft.,<1 ft.
No,No,18,Yes,No,20.1,401.85,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,43,Yes,Yes,104.3,4451.85,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,72,Yes,Yes,93.25,6688.95,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,35,Yes,Yes,73.45,2661.1,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,4,Yes,No,20.7,73.05,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,49,Yes,No,25.25,1211.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,71,Yes,No,100.5,7030.65,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,11,Yes,No,90.6,1020.2,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,63,Yes,Yes,89.4,5597.65,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,65,Yes,Yes,95.45,6223.3,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,49,Yes,No,20.45,1024.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,29,Yes,Yes,98.6,2933.2,Churn,Android,<1 ft.,<1 ft.
Yes,No,15,Yes,Yes,83.05,1258.3,Churn,Android,1-4 ft.,<1 ft.
No,Yes,4,Yes,Yes,19.95,82.9,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,72,Yes,No,109.15,7789.6,No_Churn,Android,1-4 ft.,1-2 ft.
Yes,No,26,Yes,Yes,85.7,2067,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,35,Yes,No,102.05,3452.55,No_Churn,Android,<1 ft.,<1 ft.
No,No,57,Yes,No,94.7,5468.95,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,28,Yes,No,64.4,1802.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,25,Yes,Yes,26.8,733.55,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,47,Yes,Yes,66.05,3021.45,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,57,Yes,No,65.2,3687.85,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,16,Yes,Yes,85.05,1391.15,No_Churn,Android,<1 ft.,<1 ft.
No,No,5,Yes,Yes,55.8,274.35,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,17,Yes,Yes,70.4,1214.05,Churn,Android,<1 ft.,<1 ft.
Yes,No,56,Yes,Yes,104.75,5510.65,Churn,Android,<1 ft.,1-2 ft.
No,Yes,72,Yes,No,19.95,1322.85,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,21,Yes,Yes,94.25,1973.75,Churn,Android,<1 ft.,<1 ft.
No,Yes,48,No,No,45,2196.3,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,68,Yes,No,114.9,7843.55,No_Churn,Android,1-4 ft.,2+ ft.
No,No,30,Yes,No,106.4,3211.9,No_Churn,Android,1-4 ft.,<1 ft.
No,No,3,Yes,Yes,46.1,130.15,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,14,No,No,39.7,692.35,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,4,Yes,Yes,20.05,85.5,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,71,Yes,Yes,95.75,6849.4,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,8,Yes,No,24.4,203.95,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,61,No,No,33.6,2117.2,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,72,Yes,No,90.45,6565.85,No_Churn,Android,1-4 ft.,2+ ft.
No,No,5,Yes,Yes,84,424.75,No_Churn,Android,<1 ft.,<1 ft.
No,No,49,Yes,No,67.4,3306.85,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,8,Yes,Yes,19.7,168.9,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,3,Yes,Yes,80.35,253.8,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,9,Yes,No,19.6,197.4,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,67,Yes,Yes,54.2,3838.2,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,46,Yes,Yes,45.2,2065.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,67,Yes,No,75.1,5064.45,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,55,Yes,No,19.7,1140.05,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,33,Yes,Yes,72.75,2447.45,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,62,Yes,No,20.05,1263.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,1,Yes,No,45.95,45.95,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,49,No,Yes,39.2,1838.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,Yes,44.75,44.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,14,Yes,Yes,82.65,1185,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,18,Yes,No,93.9,1743.9,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,1,Yes,Yes,70.15,70.15,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,85.55,85.55,Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,Yes,117.15,8529.5,No_Churn,Android,1-4 ft.,2+ ft.
No,No,64,Yes,No,99.25,6549.45,No_Churn,Android,1-4 ft.,2+ ft.
No,No,69,Yes,Yes,112.55,7806.5,No_Churn,Android,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,25.7,25.7,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,71,Yes,No,90.3,6287.3,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,66,Yes,Yes,49.4,3251.85,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,2,Yes,No,19.4,50.6,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,71,Yes,Yes,109.7,7904.25,No_Churn,Android,1-4 ft.,2+ ft.
No,No,11,Yes,Yes,61.25,729.95,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,47,Yes,Yes,55.3,2654.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,35,Yes,Yes,70.3,2416.55,Churn,Android,<1 ft.,<1 ft.
Yes,No,32,Yes,No,106.35,3520.75,Churn,Android,<1 ft.,<1 ft.
No,Yes,60,Yes,Yes,103.75,5969.95,No_Churn,Android,1-4 ft.,<1 ft.
No,No,11,Yes,No,19.5,226.8,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,29,No,No,39.5,1082.75,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,21,No,Yes,26.05,565.75,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,48,Yes,Yes,91.05,4370.75,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,3,No,No,29.65,90.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,43,Yes,No,50.2,2169.4,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,5,Yes,No,105.3,550.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,55.45,55.45,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,71,Yes,No,85.45,6300.85,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,8,Yes,No,19.8,160.05,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,8,Yes,Yes,59.25,436.6,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,20,Yes,Yes,90.7,1781.35,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,33,Yes,Yes,103.7,3467,Churn,Android,<1 ft.,1-2 ft.
No,No,71,Yes,Yes,79.05,5552.5,No_Churn,Android,<1 ft.,1-2 ft.
Yes,No,31,Yes,Yes,90.7,2835.5,No_Churn,Android,<1 ft.,1-2 ft.
Yes,No,38,Yes,No,95,3591.25,No_Churn,Android,<1 ft.,1-2 ft.
No,No,1,Yes,Yes,88.35,88.35,Churn,Android,<1 ft.,<1 ft.
No,Yes,2,No,Yes,30.25,63.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,12,No,Yes,49.85,617.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,9,Yes,No,93,870.25,No_Churn,Android,1-4 ft.,<1 ft.
Yes,Yes,11,Yes,Yes,54.55,601.25,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,6,Yes,No,19.7,111.65,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,71,Yes,Yes,84.8,6046.1,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,42,Yes,Yes,94.45,3923.8,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,8,Yes,Yes,94.2,777.3,Churn,Android,<1 ft.,<1 ft.
No,No,5,Yes,Yes,96.25,512.45,Churn,Android,<1 ft.,<1 ft.
No,No,2,Yes,Yes,70.7,141.45,Churn,Android,<1 ft.,<1 ft.
No,Yes,45,Yes,No,20.85,892.15,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,28,No,Yes,60,1682.05,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,43,Yes,No,80.45,3398.9,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,60,Yes,Yes,84.95,4984.85,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,42,No,No,33.55,1445.3,Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,7,No,No,49.65,305.55,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,25,Yes,Yes,20.2,507.9,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,Yes,40,Yes,Yes,94.55,3640.45,Churn,Android,<1 ft.,<1 ft.
No,No,27,Yes,Yes,100.5,2673.45,No_Churn,Android,<1 ft.,1-2 ft.
No,No,10,No,No,35.75,389.8,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,27,Yes,Yes,86.45,2401.05,No_Churn,Android,<1 ft.,<1 ft.
No,No,11,Yes,No,53.8,651.55,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,4,No,No,38.55,156.1,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,68,No,Yes,39.9,2796.35,No_Churn,Unknown,<1 ft.,<1 ft.
